employee_id,age,experience_years,monthly_salary,shift_type,overtime_hours,attendance_percentage,leave_count,performance_rating,distance_from_home_km,attrition
EMP2541,41,20,21243,Rotational,33,66,14,3,3,0
EMP2542,54,33,21596,Rotational,50,95,6,3,30,0
EMP2543,33,11,18998,Night,27,84,2,3,19,0
EMP2544,21,1,22129,Rotational,47,79,14,4,10,0
EMP2545,41,19,12510,Rotational,34,76,10,4,25,0
EMP2546,51,31,23596,Night,15,95,12,3,46,0
EMP2547,47,26,24974,Day,20,85,1,1,19,0
EMP2548,35,16,13137,Rotational,12,78,3,3,43,0
EMP2549,36,16,39897,Rotational,34,96,11,5,21,0
EMP2550,48,27,16666,Day,41,62,4,3,6,1
EMP2551,36,15,20906,Day,53,87,12,3,14,0
EMP2552,36,16,33818,Day,31,81,6,1,8,0
EMP2553,39,20,14654,Night,49,78,0,4,2,1
EMP2554,41,20,36204,Day,37,75,13,4,18,0
EMP2555,29,9,42552,Night,5,65,7,5,22,1
EMP2556,47,28,22336,Day,49,96,9,3,30,0
EMP2557,55,36,28206,Day,37,90,2,2,36,0
EMP2558,48,27,30361,Night,37,93,13,5,28,0
EMP2559,53,31,20933,Night,53,90,10,4,35,1
EMP2560,36,14,37816,Day,59,70,5,1,2,1
EMP2561,53,32,27619,Day,12,95,3,4,36,0
EMP2562,47,28,38943,Day,45,65,13,4,18,1
EMP2563,50,29,38819,Rotational,52,86,4,1,43,0
EMP2564,35,15,23741,Day,38,66,9,3,9,0
EMP2565,45,23,20798,Night,12,91,11,3,28,0
EMP2566,28,8,37143,Rotational,46,67,14,4,8,0
EMP2567,50,29,44747,Night,11,92,5,5,8,0
EMP2568,34,13,33182,Rotational,52,74,1,2,5,0
EMP2569,23,4,21415,Rotational,58,86,12,5,13,1
EMP2570,21,2,23085,Night,32,89,14,5,7,0
EMP2571,37,18,27008,Rotational,27,81,2,4,21,0
EMP2572,44,24,34102,Night,56,88,14,4,29,1
EMP2573,32,13,30452,Day,2,89,7,2,37,0
EMP2574,23,2,20120,Rotational,17,61,7,2,45,0
EMP2575,31,12,19820,Night,25,74,0,2,48,0
EMP2576,28,6,30170,Rotational,53,86,9,4,14,0
EMP2577,56,37,28259,Night,39,66,7,4,37,1
EMP2578,26,6,34099,Day,1,86,10,5,4,0
EMP2579,43,21,21649,Day,3,80,1,4,22,0
EMP2580,33,11,42255,Rotational,49,72,9,3,11,0
EMP2581,22,0,23805,Rotational,27,76,9,3,34,1
EMP2582,27,7,20744,Night,27,70,12,2,45,0
EMP2583,20,0,44305,Night,24,69,7,4,16,1
EMP2584,30,11,37857,Rotational,25,92,11,3,9,0
EMP2585,47,25,22679,Night,44,73,9,5,16,1
EMP2586,23,1,41829,Night,46,96,4,1,39,1
EMP2587,34,12,22985,Night,1,67,0,5,16,1
EMP2588,36,15,40287,Rotational,41,92,7,1,31,0
EMP2589,59,38,24391,Day,33,66,11,5,31,0
EMP2590,52,32,16861,Day,29,93,4,3,13,0
EMP2591,43,22,28863,Night,20,66,14,4,5,1
EMP2592,22,3,43499,Rotational,43,66,0,1,47,1
EMP2593,46,26,39794,Night,36,95,14,4,39,0
EMP2594,54,34,19919,Day,43,66,3,4,18,1
EMP2595,37,18,32282,Night,22,79,12,3,20,0
EMP2596,38,19,17624,Day,32,77,0,2,2,0
EMP2597,27,8,20176,Rotational,59,73,12,2,40,0
EMP2598,22,2,24941,Night,1,99,8,1,30,0
EMP2599,53,33,13669,Rotational,26,73,9,3,10,0
EMP2600,23,3,32246,Night,47,80,1,4,42,0
EMP2601,43,24,32323,Night,58,86,7,5,11,1
EMP2602,21,2,18021,Night,21,85,3,5,29,0
EMP2603,56,34,20711,Night,33,86,8,1,40,0
EMP2604,56,35,19904,Night,15,83,1,1,16,0
EMP2605,52,30,32942,Rotational,19,64,11,1,48,0
EMP2606,18,0,36251,Rotational,25,97,2,3,28,0
EMP2607,41,21,37058,Day,15,87,1,5,17,0
EMP2608,53,34,15093,Night,5,91,9,3,38,1
EMP2609,23,2,36918,Day,44,83,13,3,49,0
EMP2610,58,36,19207,Rotational,43,65,4,4,44,1
EMP2611,48,26,21394,Day,22,69,10,3,15,0
EMP2612,37,17,38974,Rotational,41,62,0,3,31,1
EMP2613,41,19,40172,Night,36,66,11,4,7,1
EMP2614,42,20,44283,Day,7,88,2,2,46,0
EMP2615,53,34,25280,Day,5,93,0,4,30,0
EMP2616,38,16,39453,Day,36,66,9,1,36,0
EMP2617,47,25,14913,Day,51,76,14,2,49,1
EMP2618,41,19,37765,Night,21,72,13,5,26,0
EMP2619,59,39,14340,Rotational,5,80,7,3,11,0
EMP2620,47,27,38179,Rotational,53,90,14,2,6,0
EMP2621,39,20,39873,Night,31,68,11,5,42,1
EMP2622,45,23,12597,Rotational,16,72,3,4,29,0
EMP2623,24,4,41119,Day,37,76,2,4,28,0
EMP2624,52,32,27025,Night,16,67,7,1,15,1
EMP2625,45,26,19145,Rotational,36,68,12,1,29,0
EMP2626,31,10,19694,Night,22,68,8,2,6,1
EMP2627,27,5,16830,Night,48,99,7,3,48,1
EMP2628,33,13,35930,Rotational,48,89,5,4,12,0
EMP2629,33,14,35752,Rotational,12,66,13,2,16,0
EMP2630,48,29,22489,Night,31,76,14,2,46,0
EMP2631,59,40,44692,Night,21,98,2,2,38,0
EMP2632,42,22,27768,Rotational,6,97,7,1,9,0
EMP2633,30,8,14160,Night,21,64,12,4,22,1
EMP2634,23,2,32133,Rotational,20,76,4,1,33,0
EMP2635,26,4,34870,Night,5,99,4,1,26,0
EMP2636,53,34,36496,Night,13,60,11,2,40,1
EMP2637,37,18,14368,Night,15,75,8,5,7,1
EMP2638,35,14,41203,Rotational,2,76,0,5,46,0
EMP2639,38,16,23552,Day,8,89,6,5,32,0
EMP2640,21,2,17608,Rotational,46,90,7,2,40,1
EMP2641,50,31,34485,Night,20,94,10,3,43,0
EMP2642,44,22,21862,Day,49,67,9,4,24,1
EMP2643,24,5,22412,Day,29,89,2,2,41,0
EMP2644,23,1,33354,Night,29,98,7,2,39,0
EMP2645,32,13,18344,Rotational,59,80,0,1,38,0
EMP2646,35,13,29993,Day,41,74,7,5,37,0
EMP2647,49,28,40682,Day,41,93,6,2,19,0
EMP2648,28,9,40415,Rotational,31,86,3,3,43,0
EMP2649,37,16,31323,Rotational,22,61,10,4,5,0
EMP2650,41,22,29997,Day,2,69,6,3,30,0
EMP2651,32,13,15679,Rotational,0,64,9,2,25,1
EMP2652,24,4,41489,Day,2,86,13,2,30,0
EMP2653,38,16,21488,Night,56,63,10,1,25,1
EMP2654,59,38,15996,Rotational,36,72,6,3,9,0
EMP2655,43,22,17695,Day,6,76,12,1,27,0
EMP2656,31,10,42204,Rotational,2,80,9,3,24,0
EMP2657,54,32,35382,Rotational,35,82,12,5,40,0
EMP2658,38,18,26235,Day,48,92,11,5,43,0
EMP2659,35,14,14366,Night,2,74,0,3,38,1
EMP2660,22,0,39467,Day,54,73,2,1,15,0
EMP2661,20,1,18764,Rotational,3,68,6,5,38,0
EMP2662,40,19,37360,Day,30,96,10,2,26,0
EMP2663,43,22,43923,Rotational,1,89,12,4,30,0
EMP2664,54,34,42175,Day,13,88,4,1,11,0
EMP2665,41,20,28292,Night,36,82,8,3,29,0
EMP2666,36,15,13614,Night,30,93,6,4,15,1
EMP2667,42,23,32939,Night,52,66,2,4,44,1
EMP2668,38,16,30800,Night,1,68,14,2,9,1
EMP2669,29,7,35246,Day,30,63,0,1,42,0
EMP2670,58,38,43688,Night,46,61,4,4,29,1
EMP2671,50,31,39962,Day,42,86,13,1,15,0
EMP2672,21,0,41764,Rotational,21,92,14,2,17,0
EMP2673,59,40,44470,Rotational,9,91,12,3,16,0
EMP2674,24,2,15216,Rotational,51,96,9,4,22,1
EMP2675,39,20,34072,Night,29,86,12,4,40,0
EMP2676,50,30,40242,Night,32,87,4,4,49,0
EMP2677,34,13,29861,Night,18,62,6,1,43,1
EMP2678,41,21,16960,Rotational,45,95,13,4,11,1
EMP2679,51,29,30781,Rotational,24,67,0,1,38,0
EMP2680,45,25,43126,Rotational,57,96,9,5,25,0
EMP2681,58,37,34578,Rotational,54,97,1,5,30,0
EMP2682,56,36,29883,Day,53,81,10,1,2,1
EMP2683,39,17,41782,Day,45,73,5,5,1,0
EMP2684,34,12,28979,Night,0,74,7,2,38,0
EMP2685,51,31,12730,Night,31,63,3,2,37,1
EMP2686,23,2,12056,Rotational,24,77,2,5,9,0
EMP2687,23,3,43457,Day,40,60,2,3,5,0
EMP2688,51,30,14243,Day,16,71,2,1,24,0
EMP2689,18,0,13701,Night,13,76,1,5,27,1
EMP2690,27,6,20303,Day,44,78,0,1,30,0
EMP2691,38,19,27100,Night,12,95,14,5,15,0
EMP2692,22,2,12947,Rotational,37,66,4,2,47,1
EMP2693,19,0,32505,Rotational,38,68,9,3,9,0
EMP2694,39,20,18553,Night,1,67,4,1,46,1
EMP2695,19,0,26866,Rotational,31,84,4,3,37,0
EMP2696,27,8,42472,Rotational,31,66,3,2,30,0
EMP2697,51,29,17651,Day,57,67,14,4,49,1
EMP2698,33,13,19273,Day,39,83,2,4,15,1
EMP2699,56,37,22033,Day,55,76,11,1,20,0
EMP2700,39,18,15535,Day,5,71,2,2,49,0
EMP2701,29,10,30677,Day,24,90,1,1,25,0
EMP2702,41,19,29488,Night,2,71,4,1,9,0
EMP2703,57,37,12908,Night,17,61,3,1,45,1
EMP2704,55,33,16617,Day,49,71,5,3,22,1
EMP2705,27,5,42431,Rotational,53,86,1,5,13,0
EMP2706,52,30,35453,Rotational,54,66,1,2,37,1
EMP2707,49,28,28020,Night,37,72,7,3,28,0
EMP2708,24,4,38562,Night,42,95,5,5,14,1
EMP2709,38,18,36373,Night,2,60,2,1,30,1
EMP2710,37,16,42164,Rotational,47,94,4,4,39,0
EMP2711,43,23,13885,Night,4,89,2,3,5,1
EMP2712,21,0,13049,Rotational,23,90,10,2,12,0
EMP2713,39,19,13161,Night,53,76,1,2,35,1
EMP2714,32,11,12815,Rotational,33,67,2,5,41,1
EMP2715,57,35,39498,Night,46,62,0,3,42,1
EMP2716,38,17,37037,Night,47,69,13,1,1,1
EMP2717,32,13,25942,Rotational,38,93,6,5,46,0
EMP2718,39,17,39278,Night,47,81,5,2,1,0
EMP2719,45,23,20272,Day,23,63,4,3,42,0
EMP2720,31,11,19741,Rotational,35,91,5,4,43,0
EMP2721,44,22,16694,Night,27,88,7,1,20,1
EMP2722,58,37,42306,Rotational,47,70,2,2,34,0
EMP2723,57,37,13934,Night,48,72,2,3,34,1
EMP2724,45,26,33556,Day,33,63,11,4,24,0
EMP2725,43,22,30907,Night,15,61,4,2,28,1
EMP2726,19,0,18159,Night,35,93,4,4,11,0
EMP2727,42,23,41158,Day,6,81,13,2,8,0
EMP2728,20,1,32293,Rotational,17,64,10,5,35,0
EMP2729,25,3,15066,Night,5,68,0,5,41,1
EMP2730,50,29,33256,Night,49,79,3,5,16,1
EMP2731,59,38,17594,Day,27,80,8,3,16,0
EMP2732,52,30,14460,Rotational,38,76,7,5,42,0
EMP2733,23,3,18820,Rotational,33,71,2,3,6,0
EMP2734,56,37,28191,Day,50,87,4,1,20,1
EMP2735,40,19,31095,Day,40,77,4,5,11,0
EMP2736,42,20,22529,Night,28,62,6,3,8,1
EMP2737,36,17,44175,Day,3,64,7,2,20,0
EMP2738,22,2,29675,Day,13,73,8,3,32,0
EMP2739,28,8,17374,Day,4,85,6,3,33,0
EMP2740,29,10,37976,Rotational,24,78,14,2,6,0
EMP2741,27,7,25142,Day,38,76,1,3,28,0
EMP2742,25,4,24204,Night,7,98,7,2,8,0
EMP2743,41,20,19394,Night,14,63,7,4,14,1
EMP2744,45,24,23652,Night,58,94,10,5,3,1
EMP2745,58,38,12443,Day,18,83,12,1,2,0
EMP2746,53,32,35903,Rotational,58,72,13,3,22,0
EMP2747,54,32,40180,Day,10,92,1,2,33,0
EMP2748,38,17,33119,Day,19,74,12,5,43,0
EMP2749,25,4,22363,Night,54,74,5,3,21,1
EMP2750,26,6,43541,Day,35,90,12,5,6,0
EMP2751,32,11,15465,Rotational,17,87,9,4,40,0
EMP2752,57,38,14711,Night,13,69,0,3,7,1
EMP2753,35,13,37198,Rotational,57,66,10,2,6,1
EMP2754,59,39,34488,Rotational,37,92,6,4,44,0
EMP2755,37,15,35608,Rotational,24,66,9,3,8,0
EMP2756,23,4,39898,Day,15,64,1,5,24,0
EMP2757,29,9,13919,Day,17,85,14,4,27,0
EMP2758,19,0,43171,Day,0,75,4,2,28,0
EMP2759,24,3,32599,Day,39,67,13,3,5,0
EMP2760,33,11,28965,Night,0,81,6,5,19,0
EMP2761,20,1,26434,Day,0,93,9,5,9,0
EMP2762,20,1,13999,Night,50,99,10,4,25,1
EMP2763,44,24,26849,Rotational,20,87,14,3,44,0
EMP2764,57,36,22903,Night,59,95,14,5,47,1
EMP2765,55,35,17445,Day,24,66,8,4,45,1
EMP2766,50,30,30040,Night,26,99,13,1,13,0
EMP2767,45,25,12246,Day,9,87,0,5,37,0
EMP2768,18,0,43153,Day,49,61,8,4,2,1
EMP2769,25,6,17212,Night,11,68,10,1,40,1
EMP2770,54,35,15339,Night,27,65,4,4,14,1
EMP2771,49,29,35142,Rotational,48,60,5,5,31,1
EMP2772,54,34,31394,Rotational,31,62,13,1,6,0
EMP2773,21,0,24186,Rotational,32,69,7,4,25,0
EMP2774,47,27,16395,Rotational,7,96,14,3,39,0
EMP2775,23,4,27290,Rotational,41,82,10,1,46,0
EMP2776,36,14,34151,Night,25,92,13,4,31,0
EMP2777,49,30,15691,Rotational,41,68,1,3,38,1
EMP2778,26,5,19470,Night,49,72,11,1,16,1
EMP2779,29,10,15841,Rotational,40,87,6,4,27,0
EMP2780,28,6,29776,Day,56,66,11,5,30,0
EMP2781,33,13,18060,Rotational,1,85,3,1,4,0
EMP2782,18,0,39584,Day,34,75,8,1,39,0
EMP2783,38,18,16300,Night,33,99,5,3,16,1
EMP2784,47,27,15338,Rotational,5,85,6,4,36,0
EMP2785,30,11,17487,Night,30,98,10,5,7,1
EMP2786,51,32,41529,Rotational,22,91,5,3,21,0
EMP2787,21,2,42262,Night,11,95,10,1,2,0
EMP2788,45,24,23280,Rotational,53,60,7,3,8,0
EMP2789,55,36,40804,Rotational,50,80,5,3,42,0
EMP2790,48,27,21915,Day,27,72,6,3,27,0
EMP2791,44,25,23158,Night,14,85,7,1,2,0
EMP2792,22,2,20621,Night,18,68,14,2,6,1
EMP2793,42,21,22547,Night,11,96,0,3,4,0
EMP2794,20,0,35177,Night,49,82,14,2,21,1
EMP2795,50,29,14459,Night,47,60,9,5,1,1
EMP2796,21,0,40768,Day,1,61,11,5,38,1
EMP2797,42,20,29434,Rotational,10,87,3,5,12,0
EMP2798,37,16,27419,Day,43,95,5,4,27,0
EMP2799,51,31,14921,Night,36,90,0,1,14,1
EMP2800,43,24,16676,Night,58,64,3,2,15,1
EMP2801,22,0,32425,Rotational,58,96,5,4,24,0
EMP2802,52,33,25463,Day,55,84,6,2,18,0
EMP2803,45,25,37474,Rotational,37,67,12,1,17,0
EMP2804,46,24,13469,Rotational,24,93,5,3,9,0
EMP2805,26,7,19292,Day,42,98,10,4,47,0
EMP2806,55,36,37409,Rotational,20,91,3,1,18,0
EMP2807,23,3,35526,Day,41,70,11,4,18,0
EMP2808,36,17,35465,Day,35,84,12,5,5,0
EMP2809,28,8,42955,Night,8,62,6,4,48,1
EMP2810,19,0,38785,Rotational,11,91,9,3,9,0
EMP2811,26,6,33033,Night,9,94,13,3,35,0
EMP2812,38,17,18931,Rotational,58,91,1,2,44,0
EMP2813,41,19,13091,Rotational,45,93,5,4,46,1
EMP2814,51,32,37772,Night,4,96,4,5,1,0
EMP2815,39,19,28363,Night,32,64,1,3,41,1
EMP2816,20,0,40490,Night,4,87,8,2,9,0
EMP2817,29,10,12260,Day,15,87,12,5,32,0
EMP2818,45,26,22456,Rotational,36,67,6,5,20,0
EMP2819,47,25,34320,Day,36,86,13,5,13,0
EMP2820,43,21,25435,Rotational,28,75,2,1,40,0
EMP2821,38,18,39025,Rotational,17,77,14,3,11,0
EMP2822,45,23,40109,Day,28,84,6,1,46,0
EMP2823,43,22,32754,Day,5,60,10,1,48,0
EMP2824,50,28,16301,Rotational,52,67,10,3,43,1
EMP2825,38,16,19207,Night,17,80,5,4,42,0
EMP2826,52,32,39920,Night,31,93,6,2,26,1
EMP2827,51,30,34203,Night,59,83,3,3,40,1
EMP2828,58,36,33545,Night,41,96,12,2,11,1
EMP2829,35,14,36016,Rotational,46,85,12,4,25,0
EMP2830,28,7,43098,Night,30,73,9,3,40,0
EMP2831,40,19,20556,Night,55,88,12,5,25,1
EMP2832,39,20,32102,Night,53,89,7,3,20,1
EMP2833,34,15,13924,Rotational,10,62,7,4,42,1
EMP2834,22,3,31479,Day,25,66,6,1,49,0
EMP2835,28,9,30922,Night,27,95,12,3,11,0
EMP2836,47,27,30660,Rotational,26,70,6,5,44,0
EMP2837,32,10,21945,Rotational,18,91,9,3,10,0
EMP2838,44,25,12306,Night,56,71,12,1,49,1
EMP2839,52,32,34959,Day,44,74,12,3,3,0
EMP2840,50,28,16231,Day,26,97,7,5,39,0
EMP2841,37,18,24207,Day,58,83,0,4,27,0
EMP2842,33,11,18336,Rotational,19,60,5,5,35,0
EMP2843,51,32,21630,Night,2,77,1,4,49,1
EMP2844,19,0,29256,Night,15,66,0,5,40,1
EMP2845,52,31,42013,Rotational,38,61,11,2,31,0
EMP2846,57,36,26455,Night,43,99,9,3,21,1
EMP2847,45,23,16722,Night,28,90,6,3,22,1
EMP2848,56,36,24812,Day,14,92,5,1,19,0
EMP2849,23,2,42276,Night,29,89,4,2,14,0
EMP2850,26,7,22060,Night,39,90,14,1,37,0
EMP2851,37,16,25056,Rotational,54,93,4,3,45,0
EMP2852,18,0,18655,Rotational,48,66,8,1,23,1
EMP2853,25,3,34574,Day,0,84,8,4,26,0
EMP2854,40,20,25027,Rotational,28,75,11,2,43,0
EMP2855,20,0,16030,Day,52,81,11,5,44,1
EMP2856,21,0,36243,Day,29,95,5,4,40,0
EMP2857,42,21,31739,Night,39,86,12,5,12,0
EMP2858,55,34,42013,Day,45,76,14,1,1,0
EMP2859,32,11,18579,Night,31,63,2,3,34,1
EMP2860,38,18,30242,Day,9,94,6,4,44,0
EMP2861,52,33,16781,Rotational,26,81,3,2,19,0
EMP2862,31,12,32448,Rotational,50,94,4,5,23,0
EMP2863,53,33,33446,Rotational,7,74,6,4,7,0
EMP2864,29,7,23043,Day,50,99,14,3,7,0
EMP2865,34,15,31853,Day,35,80,11,2,1,0
EMP2866,56,34,32079,Night,41,72,6,2,18,1
EMP2867,26,7,29101,Night,54,70,14,5,8,1
EMP2868,52,30,12642,Night,34,86,9,4,25,1
EMP2869,30,10,40016,Night,35,90,7,4,42,0
EMP2870,32,11,30932,Day,47,91,0,2,29,0
EMP2871,35,13,36945,Day,55,89,4,1,23,0
EMP2872,50,29,19549,Night,35,77,14,2,29,0
EMP2873,23,1,25397,Day,24,75,11,3,1,0
EMP2874,44,22,37362,Day,19,94,8,4,15,0
EMP2875,40,18,35016,Day,51,68,14,5,15,1
EMP2876,44,22,26732,Day,44,98,6,4,28,0
EMP2877,51,29,38911,Night,52,96,10,2,36,1
EMP2878,55,34,29866,Night,16,69,11,3,42,1
EMP2879,31,9,39621,Day,22,71,12,1,40,0
EMP2880,53,32,24823,Rotational,24,67,1,4,32,0
EMP2881,25,5,41986,Night,47,62,0,2,46,1
EMP2882,52,33,26690,Night,59,78,7,2,13,1
EMP2883,36,14,22956,Rotational,56,70,8,2,21,0
EMP2884,47,28,33303,Night,48,67,9,3,49,1
EMP2885,31,10,41674,Rotational,30,85,4,2,39,0
EMP2886,37,17,14058,Rotational,5,82,13,2,38,0
EMP2887,42,22,23519,Day,34,69,10,2,9,0
EMP2888,57,37,43115,Night,51,77,5,4,20,1
EMP2889,41,22,12730,Rotational,55,71,14,2,20,1
EMP2890,31,10,13832,Day,3,98,1,3,8,0
EMP2891,43,21,34889,Night,39,85,10,4,14,0
EMP2892,55,33,16179,Day,19,70,4,2,20,0
EMP2893,40,19,18299,Day,40,69,11,1,35,0
EMP2894,39,20,19830,Rotational,53,62,3,3,45,1
EMP2895,36,14,34441,Night,0,66,7,1,21,1
EMP2896,20,0,18615,Day,44,63,7,3,41,1
EMP2897,59,37,18762,Rotational,25,99,13,1,41,0
EMP2898,36,16,36709,Rotational,33,67,4,2,22,0
EMP2899,26,4,35434,Day,54,97,10,1,43,0
EMP2900,45,26,33343,Day,9,72,7,1,6,0
EMP2901,37,16,27739,Rotational,22,71,5,3,44,0
EMP2902,24,5,12666,Day,50,94,9,2,27,1
EMP2903,31,10,39883,Day,48,97,5,3,4,1
EMP2904,26,6,26063,Night,23,95,12,2,4,0
EMP2905,36,15,21429,Rotational,12,61,14,5,28,0
EMP2906,31,9,44926,Day,28,74,12,4,27,0
EMP2907,55,33,44269,Rotational,57,93,3,4,17,0
EMP2908,53,33,43704,Night,45,98,9,3,39,1
EMP2909,57,36,40391,Rotational,26,85,11,2,38,0
EMP2910,34,14,36187,Rotational,30,64,10,1,29,0
EMP2911,47,25,14526,Rotational,42,84,2,4,40,1
EMP2912,26,7,36686,Night,9,93,8,3,7,0
EMP2913,50,30,19803,Night,30,63,4,3,8,1
EMP2914,42,23,44668,Rotational,38,93,9,3,41,1
EMP2915,31,12,18574,Rotational,9,86,9,2,33,0
EMP2916,28,7,20733,Night,23,88,3,3,32,0
EMP2917,52,32,19257,Day,32,64,5,5,35,0
EMP2918,58,39,27909,Night,13,77,13,1,18,0
EMP2919,31,12,36146,Rotational,34,63,3,3,43,0
EMP2920,47,26,23802,Day,44,60,14,2,16,1
EMP2921,58,37,19896,Day,33,79,5,1,18,0
EMP2922,21,0,40133,Day,16,65,9,1,38,0
EMP2923,21,2,25526,Night,20,79,7,4,25,0
EMP2924,45,23,23278,Night,31,79,7,3,34,0
EMP2925,25,6,37551,Night,2,86,11,3,4,0
EMP2926,19,0,37298,Night,57,85,5,2,5,1
EMP2927,58,37,34191,Rotational,14,91,0,5,14,0
EMP2928,39,19,35871,Day,7,69,12,5,1,0
EMP2929,58,37,21721,Rotational,31,77,0,4,22,0
EMP2930,33,11,42279,Night,37,71,13,5,46,0
EMP2931,46,24,26404,Night,25,69,2,2,21,1
EMP2932,47,27,16486,Rotational,29,83,1,4,13,0
EMP2933,29,10,40687,Day,8,83,0,3,48,0
EMP2934,52,30,25156,Day,56,97,0,5,36,0
EMP2935,28,6,12567,Night,31,84,11,2,29,1
EMP2936,38,16,14179,Night,10,67,11,2,38,1
EMP2937,38,18,14019,Night,21,73,11,3,9,1
EMP2938,22,1,27919,Night,33,90,5,2,33,0
EMP2939,37,15,31703,Day,40,83,6,4,22,0
EMP2940,54,34,30704,Rotational,17,75,14,4,17,0
EMP2941,20,0,30030,Day,18,79,7,1,23,0
EMP2942,50,31,15909,Rotational,53,97,2,3,36,1
EMP2943,26,6,20015,Night,17,74,0,2,6,0
EMP2944,26,4,15420,Night,36,73,4,5,48,1
EMP2945,21,1,28740,Rotational,17,71,7,4,39,0
EMP2946,52,30,42328,Night,11,93,11,3,29,0
EMP2947,34,13,31465,Day,3,67,10,3,27,0
EMP2948,51,29,16131,Night,46,78,13,4,5,1
EMP2949,41,21,22652,Night,42,64,10,1,9,1
EMP2950,49,30,33507,Night,26,86,3,3,24,0
EMP2951,18,0,35806,Night,50,72,1,2,19,1
EMP2952,25,6,31171,Day,4,91,8,5,33,0
EMP2953,40,18,32593,Rotational,5,90,11,5,30,0
EMP2954,57,36,21470,Night,12,96,12,4,40,0
EMP2955,29,7,33326,Night,22,61,8,3,4,1
EMP2956,29,10,16597,Day,41,66,2,5,32,1
EMP2957,32,12,42788,Day,55,70,6,3,49,0
EMP2958,58,39,17067,Day,24,70,12,4,1,0
EMP2959,36,16,17024,Night,45,82,0,1,34,1
EMP2960,43,22,19715,Rotational,3,90,7,5,21,0
EMP2961,46,26,43770,Day,51,67,7,2,31,1
EMP2962,39,17,23226,Day,54,91,12,4,14,0
EMP2963,57,35,25412,Day,31,80,2,1,26,0
EMP2964,38,16,24569,Rotational,43,90,11,2,22,0
EMP2965,55,35,14369,Night,14,60,14,2,34,1
EMP2966,37,15,44021,Night,25,72,4,5,33,0
EMP2967,46,24,12528,Night,41,70,3,3,13,1
EMP2968,21,0,42314,Day,10,88,6,4,32,0
EMP2969,24,3,30047,Night,8,63,10,2,8,1
EMP2970,45,25,31748,Day,10,95,6,5,22,0
EMP2971,45,25,25919,Rotational,1,74,10,1,41,0
EMP2972,21,2,27256,Rotational,44,62,7,2,20,1
EMP2973,39,19,16905,Night,26,88,4,1,21,1
EMP2974,29,8,20884,Day,53,80,12,4,34,0
EMP2975,20,0,40906,Day,57,61,10,5,49,1
EMP2976,39,18,17950,Night,25,65,4,1,30,1
EMP2977,19,0,13360,Rotational,7,90,7,3,6,0
EMP2978,41,21,33946,Rotational,20,83,4,1,35,0
EMP2979,51,32,20730,Rotational,20,99,12,1,27,0
EMP2980,44,22,34161,Rotational,7,76,13,5,20,0
EMP2981,58,36,39738,Rotational,0,64,12,5,49,0
EMP2982,18,0,15925,Night,37,61,0,2,38,1
EMP2983,25,5,20463,Night,57,71,10,1,40,1
EMP2984,40,19,29412,Night,12,64,2,1,14,1
EMP2985,55,35,34402,Rotational,8,79,1,5,10,0
EMP2986,23,2,37717,Rotational,27,67,11,3,42,0
EMP2987,39,20,21797,Night,5,60,9,5,15,1
EMP2988,42,22,32594,Night,46,65,4,3,40,1
EMP2989,35,13,18406,Rotational,22,70,12,5,43,0
EMP2990,34,12,25965,Day,47,62,7,4,48,1
EMP2991,29,9,25733,Night,35,90,14,1,3,0
EMP2992,23,2,38926,Rotational,59,87,8,3,15,0
EMP2993,43,21,40783,Rotational,57,64,8,4,45,1
EMP2994,44,23,29824,Night,16,85,0,3,31,0
EMP2995,25,5,40287,Day,8,75,0,2,11,0
EMP2996,36,16,28568,Rotational,11,90,0,2,46,0
EMP2997,59,37,42436,Night,21,87,0,1,39,0
EMP2998,18,0,33380,Rotational,50,66,8,4,19,1
EMP2999,46,27,36796,Rotational,51,97,0,4,15,0
EMP3000,52,33,20031,Rotational,57,68,6,2,38,1
EMP3001,57,35,33947,Rotational,11,98,5,1,20,0
EMP3002,31,12,15188,Day,53,94,8,2,22,1
EMP3003,52,31,37669,Night,5,86,10,4,7,0
EMP3004,37,15,43813,Night,43,71,8,3,14,1
EMP3005,30,8,18765,Night,8,84,3,4,4,0
EMP3006,55,34,35171,Night,51,88,8,1,9,1
EMP3007,25,6,22807,Night,36,90,13,4,39,0
EMP3008,37,18,22204,Day,52,93,14,5,25,0
EMP3009,50,31,39066,Rotational,2,92,12,4,47,0
EMP3010,43,21,34658,Rotational,33,86,13,5,35,0
EMP3011,56,34,25786,Night,7,61,5,2,37,1
EMP3012,38,19,41283,Rotational,9,73,4,5,49,1
EMP3013,59,39,12056,Rotational,46,72,8,4,27,1
EMP3014,58,39,44911,Rotational,40,83,14,4,28,0
EMP3015,26,5,20559,Night,41,64,6,4,24,1
EMP3016,41,19,38058,Night,42,93,8,1,33,1
EMP3017,54,33,34745,Day,8,82,4,2,33,0
EMP3018,58,37,12615,Night,13,78,3,5,16,1
EMP3019,34,12,20062,Day,36,89,9,3,23,0
EMP3020,41,21,40214,Night,26,75,2,5,46,0
EMP3021,38,19,22681,Rotational,40,99,4,4,11,0
EMP3022,56,35,18984,Day,31,93,8,3,46,0
EMP3023,58,36,39579,Day,3,70,2,3,40,0
EMP3024,56,35,37274,Day,1,73,0,5,19,0
EMP3025,30,11,39399,Night,50,74,1,5,34,1
EMP3026,28,8,43481,Day,32,94,9,5,23,0
